19
805 963
481 35 -976
449 167 -546
99 643 -445
24 805 -714
677 328 -869
778 347 -720
10 210 329
818 658 -115
406 49 -606
128 251 370
798 164 876
498 380 646
691 429 -120
530 780 899
534 451 714
717 315 45
375 584 769
68 551 65
169 137 -420
706 91 153
90 329 955
599 7 932
187 522 -455
264 798 -508
116 703 506
304 339 -252
488 339 -994
97 624 -112
543 820 -698
571 7 -31
732 109 564
194 544 838
529 294 358
275 647 -139
830 786 -466
50 712 -209
454 6 650
308 677 740
99 828 357
452 353 712
17 445 36
456 448 -233
629 770 -599
286 698 407
31 194 401
685 162 2
796 67 98
94 715 256
523 399 270
682 127 890
397 465 580
187 524 228
26 809 -704
486 411 -772
354 511 771
676 148 -258
460 193 -557
148 140 -514
336 13 -118
656 341 -384
790 286 745
110 259 849
485 386 -129
775 34 -269
23 147 97
462 36 950
492 737 -348
397 312 981
200 245 706
185 332 -187
164 467 -129
222 428 675
812 561 274
417 630 660
600 10 -106
609 64 526
196 827 565
721 432 -406
116 61 527
197 628 -54
813 386 432
296 528 -445
125 179 -472
120 89 -590
326 441 -669
213 797 -415
508 595 -175
195 89 243
827 390 -603
19 792 954
286 34 -778
357 207 -823
357 415 -245
461 218 -345
393 263 418
83 380 -978
443 828 579
229 436 263
462 436 703
508 511 121
698 103 126
660 578 240
350 200 -678
116 680 -687
727 284 939
537 470 418
128 168 -302
259 16 -805
494 751 -500
33 605 610
221 647 -510
222 463 917
133 669 675
667 789 961
747 620 -485
387 501 830
417 159 -943
586 366 590
730 193 -232
5 311 874
96 557 -75
559 588 -704
60 53 -505
789 444 151
287 525 460
16 443 -176
350 58 -345
604 686 -362
480 270 -309
610 517 793
40 388 345
283 218 -973
123 406 -868
409 512 69
2 1 123
196 751 -682
688 766 -237
101 245 -557
674 766 541
790 536 756
201 394 -9
108 43 -667
596 416 837
676 219 -376
224 581 314
166 82 288
756 354 -375
705 631 85
489 826 -704
119 82 65
204 817 -952
56 765 -615
149 147 964
510 299 -97
806 732 239
773 383 486
623 149 437
328 621 410
549 656 -188
831 779 -508
383 647 598
233 452 -326
419 379 -310
131 399 423
439 596 -320
334 499 930
748 518 206
516 115 -637
484 38 290
361 156 225
679 37 74
230 341 -193
789 256 87
606 18 -183
543 573 -374
444 172 -924
477 464 -532
419 23 786
591 19 198
294 305 -686
772 345 -274
196 129 -726
1 500 651
557 463 707
315 790 575
452 546 207
470 478 386
539 633 -121
463 513 -292
274 527 573
389 382 307
517 270 273
49 176 -758
235 759 162
498 762 719
195 12 -715
558 74 -543
474 497 846
820 527 -407
744 623 152
430 679 -988
739 408 437
84 167 -748
92 341 -287
136 50 -442
272 137 -882
782 376 903
761 400 -335
350 96 -672
531 720 216
772 564 384
542 753 934
399 187 -474
368 365 614
440 467 530
358 799 -415
723 17 886
655 792 -138
409 781 -549
580 81 668
648 368 144
453 638 -676
547 428 -436
652 645 -804
80 529 -878
805 367 513
733 514 340
147 65 -83
774 741 574
672 176 568
27 712 -402
286 728 -864
386 442 978
149 704 350
529 289 -924
740 574 94
288 418 823
717 571 -522
53 588 582
527 50 53
145 151 -47
597 476 660
355 508 -156
112 422 -811
37 626 356
300 716 934
372 490 707
697 71 895
432 92 -144
54 765 156
185 462 820
122 554 173
407 765 383
92 651 -756
819 519 -203
169 306 534
826 687 176
487 767 -269
94 439 187
381 823 -238
206 496 -869
737 345 745
144 30 -381
126 424 -796
273 385 64
404 547 407
4 693 -806
813 748 992
494 328 161
549 31 -424
737 773 -832
111 133 827
244 775 -656
833 253 572
257 786 -456
718 616 862
407 781 -672
343 578 29
483 355 -407
775 6 -43
444 662 356
624 276 -193
380 826 -596
701 662 -792
509 762 -943
125 396 540
747 828 -180
240 65 -57
573 501 724
243 352 187
402 478 -563
270 597 627
60 829 951
558 38 34
824 790 -390
613 598 -762
41 525 -3
28 346 -1
421 172 -360
509 499 -254
602 664 461
564 238 791
801 317 761
9 785 361
702 620 -369
602 118 879
240 169 7
90 766 274
688 323 -890
348 757 -629
320 259 480
671 31 712
305 554 -504
566 753 -343
405 606 -322
139 740 -983
688 683 -787
593 831 -871
142 257 -305
811 406 440
547 137 947
630 11 -613
832 759 830
44 93 -393
181 23 -639
185 174 -992
507 786 -282
393 33 152
104 435 168
530 400 172
669 733 393
692 522 809
104 492 -944
369 467 254
655 577 -588
651 360 -50
217 50 -223
59 415 -465
332 492 -930
333 208 838
738 598 392
326 486 -429
96 726 -231
139 137 -337
235 170 -347
305 360 668
392 427 95
813 259 -313
582 482 -808
83 109 -659
455 212 501
589 670 -263
780 283 -778
385 311 -932
647 117 754
596 331 564
463 740 881
195 609 -953
148 66 -525
385 366 201
834 385 -534
172 190 513
522 214 -239
78 770 268
119 624 104
330 290 -118
762 317 -86
469 288 -399
769 33 -420
378 199 -248
699 324 -892
790 145 -770
666 804 307
771 804 93
648 802 127
651 343 401
180 238 -880
421 584 241
267 291 -316
188 149 -328
8 37 -769
366 404 759
336 554 -741
395 325 -373
635 739 -228
122 449 645
123 317 -436
509 293 -673
500 499 146
666 553 -229
157 305 -108
27 816 -489
382 4 -645
524 250 505
312 27 339
366 728 -60
511 611 673
745 714 986
19 34 -837
75 484 300
772 184 44
46 459 -732
436 531 341
765 402 -826
449 262 765
562 202 268
93 657 53
81 292 -902
762 157 -703
406 82 -792
400 341 304
212 71 -582
340 621 -304
243 712 -178
213 456 -870
820 444 -651
592 759 388
782 577 394
60 373 195
732 302 346
902 930
891 763 -211
538 491 447
805 101 955
42 649 792
148 91 902
17 243 744
7 141 -632
899 309 -35
432 847 -331
62 360 323
507 699 704
677 832 489
533 531 -891
462 290 891
731 620 287
474 3 38
556 738 -835
181 138 -70
191 105 327
312 222 836
248 674 626
606 861 -966
145 612 640
882 246 -714
193 18 -943
772 82 -803
262 502 -752
694 48 -53
423 572 457
75 486 670
339 368 524
694 273 -183
612 826 935
452 202 -772
95 584 115
194 822 -911
708 827 -205
901 283 767
86 309 -928
739 11 -752
281 536 260
156 591 268
721 734 -436
863 349 -939
742 237 -321
512 522 -383
902 29 -760
901 804 257
269 563 598
765 115 -303
522 726 -968
766 41 -732
583 642 61
229 269 -824
784 145 -320
505 209 487
372 570 -177
327 448 284
705 419 -784
231 690 800
761 691 -388
71 284 -758
585 301 -721
152 638 -837
134 494 78
794 590 -13
789 367 -724
838 727 590
392 373 -67
78 242 -879
732 231 -196
162 205 303
779 126 500
274 433 -911
843 401 -247
302 627 -555
742 628 -500
505 161 -117
892 893 70
304 637 -868
326 593 183
498 215 -804
358 445 193
758 470 -641
510 442 -60
681 338 401
881 460 704
630 235 -69
815 435 834
371 667 -867
79 220 -167
616 721 -986
535 1 875
58 839 637
797 555 847
249 412 -492
14 267 32
532 782 22
550 344 -500
408 500 417
816 773 963
723 216 -451
287 122 -611
811 790 193
420 444 865
822 787 620
312 481 528
143 681 117
578 336 8
3 514 574
97 296 225
547 336 -454
800 816 166
739 769 199
600 767 -852
387 228 893
4 794 429
111 281 185
775 9 623
560 715 -648
680 810 -232
606 346 -737
694 15 -286
806 405 314
685 710 869
492 147 -308
315 527 -449
850 529 -258
764 114 483
848 792 811
30 678 -624
245 716 -16
336 76 473
319 5 -858
809 615 -973
826 494 489
515 9 395
600 711 867
216 682 803
428 58 851
705 658 791
408 338 -841
248 788 67
333 853 -572
157 300 92
345 839 807
42 668 -635
656 258 -826
647 459 152
348 784 31
617 229 -409
154 438 673
793 135 -890
123 613 -648
701 475 -807
396 56 -606
893 271 -496
165 237 -412
746 168 137
619 770 327
22 213 -388
51 702 -114
787 890 -508
690 783 118
804 328 -351
706 283 -132
716 667 -674
236 806 34
448 361 -734
32 899 -502
159 223 -810
561 101 910
399 502 -104
176 848 678
642 890 238
667 534 -551
323 504 -756
462 245 -194
832 108 -964
616 130 -413
347 334 719
586 598 410
210 299 360
467 396 575
481 693 567
95 696 596
129 765 250
19 624 -906
670 492 -192
312 400 205
484 806 -234
100 238 -632
159 582 616
590 96 -855
738 807 -290
423 759 -831
556 183 920
857 71 458
376 574 -227
286 665 118
239 186 116
777 698 -610
325 376 381
221 506 576
459 875 -836
275 741 -511
382 779 993
154 878 -105
135 493 -655
556 305 96
4 887 -29
513 275 109
655 860 316
31 858 -868
157 777 -852
563 231 -86
824 495 -794
689 355 -264
331 224 -898
666 15 -107
382 474 -564
118 289 339
416 25 -530
245 119 731
444 469 -837
325 697 -393
366 691 865
122 795 -460
817 178 499
560 407 604
347 889 -730
354 101 -444
113 538 -795
733 616 617
77 831 166
140 321 -931
829 881 320
217 807 -60
73 844 -576
58 756 -430
88 639 -924
727 446 -439
7 716 -282
8 513 733
124 423 -893
735 673 -945
881 797 -234
751 4 989
892 164 215
705 104 622
345 557 485
897 272 901
53 371 581
750 551 265
786 523 -112
280 550 -770
655 823 -221
140 312 -950
733 562 -369
127 543 380
481 96 18
838 557 -848
850 694 151
228 483 -94
600 730 594
103 342 543
300 313 327
511 751 -464
327 48 -767
765 767 -76
892 812 -289
343 631 -370
37 193 304
301 608 -339
424 392 143
232 177 -433
93 438 -539
43 471 -519
717 588 -784
87 865 -311
700 705 -593
591 92 482
876 55 -488
775 81 -23
258 540 785
522 498 -868
221 454 838
24 698 362
200 189 -922
781 269 752
175 181 -727
454 518 -186
250 36 -246
525 377 -889
7 692 770
308 416 957
625 387 435
814 332 -287
605 447 624
499 834 793
18 484 -978
119 109 -294
691 750 -131
206 600 -383
659 283 -435
48 648 630
900 724 -785
524 517 -595
394 508 83
429 363 162
483 696 219
720 499 316
523 333 -773
345 527 528
259 456 -712
84 77 475
16 584 249
666 409 728
424 729 -918
144 515 522
816 298 752
313 160 444
610 348 -459
163 269 -357
745 518 -931
288 553 192
875 505 -870
704 258 -856
423 413 351
183 324 -119
261 568 -148
687 330 -738
710 177 845
706 69 390
801 106 890
409 131 -495
867 225 610
773 267 639
290 498 -2
221 12 -16
901 416 -161
15 410 894
264 753 581
386 142 889
231 173 -152
254 813 875
105 633 215
746 856 -539
248 141 90
12 138 120
301 875 -760
432 792 941
586 883 -755
818 75 -428
9 91 283
261 92 -757
597 303 648
877 744 907
726 310 569
736 620 -685
339 341 436
504 292 -586
179 76 -10
427 162 -667
723 748 -898
305 247 -373
552 320 225
358 172 -336
503 725 779
34 274 616
119 286 -895
224 683 867
634 797 290
141 7 208
826 444 288
890 807 885
404 113 344
855 341 141
765 554 405
308 610 62
86 368 847
684 367 979
790 273 584
352 386 510
693 120 -942
527 623 -92
791 747 -977
638 6 -814
690 849 -938
130 550 -676
164 239 974
81 567 626
864 778 -645
23 275 -916
887 754 424
298 892 86
227 262 -928
146 742 -493
251 757 576
345 260 -908
746 527 -399
177 580 -802
877 848 704
345 656 -873
239 414 838
109 725 870
789 140 -909
399 81 -844
42 430 -58
757 98 -65
181 207 -281
309 779 -100
232 63 -576
422 16 -619
74 306 938
740 654 959
638 565 -741
37 462 -473
650 263 649
144 158 -107
827 235 -531
806 603 -47
801 226 396
774 79 -451
306 12 -33
655 243 -855
539 429 816
284 187 -868
314 116 -880
867 896 1000
821 173 701
693 536 -365
714 841 -338
761 379 -464
109 509 640
89 418 -974
892 640 757
376 227 650
467 611 90
770 606 -510
292 225 -474
70 137 -132
163 678 -13
238 282 587
803 495 -416
308 887 -154
369 245 112
331 258 -381
635 514 602
495 626 897
203 79 -768
694 670 -301
667 194 930
441 806 -613
743 87 -563
211 541 990
895 109 -546
427 688 -568
606 372 786
751 722 -904
696 336 -950
286 706 -365
827 809 917
730 429 -667
417 435 -630
518 443 386
512 657 287
786 773 804
784 80 11
658 195 803
426 598 580
534 91 921
211 112 899
873 699 -493
770 179 -195
519 445 -241
137 890 -86
442 770 695
848 246 375
12 780 -194
752 894 -499
421 723 92
414 513 -60
606 466 -348
759 252 -401
172 686 -949
829 27 -142
195 466 -815
678 522 690
236 471 -377
62 702 827
387 709 -496
208 484 513
498 717 675
374 724 258
593 467 74
464 728 763
894 476 376
459 457 -762
279 388 40
672 887 -271
503 526 428
705 689 -6
299 232 -170
449 876 612
769 239 954
753 414 -418
66 346 765
531 231 -653
328 196 990
318 561 583
603 34 -785
790 177 35
570 353 300
445 614 -900
370 401 503
450 59 612
15 831 -738
862 610 99
423 337 -728
645 396 -238
655 214 749
547 797 -199
901 805 -1000
246 774 299
420 883 -119
381 358 -572
839 186 -852
237 625 332
798 203 -237
263 716 105
494 67 912
243 86 -479
354 104 -492
69 256 574
52 666 530
831 258 -992
824 120 -78
828 105 8
851 480 -672
653 702 -745
403 385 -61
858 839 -423
178 314 -567
245 516 977
13 708 839
319 181 -533
145 456 728
521 127 -84
101 730 217
51 52 216
899 295 -620
195 822 203
658 685 681
785 519 -398
338 798 -97
316 14 -174
438 541 284
54 739 142
882 835 -514
719 505 43
706 516 782
310 114 706
364 506 -76
242 136 407
165 274 -839
418 272 -863
423 202 645
830 597 204
514 44 -57
101 777 511
877 845 -847
37 55 536
843 812 -31
134 282 -717
347 472 177
802 364 -133
638 849 627
725 194 430
732 757 224
240 577 -285
698 426 -862
369 723 -121
741 854 133
459 87 94
129 278 29
71 18 -216
758 108 -251
858 521 -201
431 558 -262
681 811 -695
840 232 738
359 178 -766
844 263 812
772 442 -344
637 288 -960
568 227 -953
189 181 -630
182 449 -786
826 505 17
751 568 545
187 472 283
599 148 231
313 525 541
324 626 624
878 321 321
2 486 -839
491 90 -39
120 650 -229
398 334 686
399 13 827
642 195 -435
251 852 -166
598 140 -730
532 657 -942
246 251 -83
624 193 -916
548 155 -848
533 69 468
233 381 -772
647 567 287
372 338 440
829 51 393
104 625 -183
263 48 -809
571 671 809
178 354 776
719 301 557
475 867 977
603 602 934
265 847 -848
400 288 -3
223 146 -42
395 187 294
787 307 655
842 522 56
598 83 -542
618 507 829
762 856 85
267 266 937
538 748 -851
581 857 767
324 837 665
396 778 666
441 407 310
75 96 708
172 109 -413
855 492 -639
203 889 935
831 788 271
548 626 -765
575 142 558
32 677 181
355 365 523
364 241 -14
320 728 -549
499 195 144
225 94 965
523 312 845
71 52 -211
760 523 -665
887 278 -606
440 5 -231
506 785 -901
217 175 617
741 618 325
187 427 -282
73 229 640
100 413 -489
704 322 -289
741 885 89
442 599 -620
79 714 251
389 352 769
138 565 -537
834 522 112
462 551 37
541 237 -473
128 665 973
382 203 -158
192 297 976
738 587 -781
647 212 -257
202 431 -435
752 215 354
80 226 369
74 4 405
253 607 -707
492 728 976
495 825 739
589 357 650
654 588 509
652 760 996
778 717 196
38 662 999
645 414 -814
253 716 947
691 834 202
320 146 -364
900 360 -782
62 408 594
529 275 501
535 619 -457
818 30 -449
17 81 890
895 583 -635
289 257 -847
658 313 -155
164 738 -223
147 224 633
437 684 -666
763 43 -990
643 161 366
271 671 422
300 385 -391
637 862 912
176 379 71
119 671 909
180 743 99
736 452 309
772 419 631
304 331 40
318 581 -537
380 887 37
38 360 455
127 419 743
365 245 -962
346 13 256
89 338 -138
763 482 681
573 178 -255
52 124 450
644 471 -434
807 220 433
494 275 190
61 840 -848
632 843 -337
877 435 889
424 732 -786
56 428 984
59 123 603
544 662 892
350 787 646
108 585 -791
448 854 649
813 122 52
508 113 -415
50 358 150
823 96 502
493 494 174
45 827 243
782 776 13
497 208 -712
774 272 158
413 91 -519
476 678 904
180 860 15
66 601 944
737 181 160
648 305 907
315 80 -638
300 875 547
550 656 468
42 691 -846
168 435 -922
786 814 -76
180 435 -490
456 282 -811
175 420 -900
839 695 -221
88 564 178
502 848 289
640 586 -594
512 728 553
715 495 328
680 599 306
358 164 -545
285 34 -971
641 22 -101
295 422 219
257 312 411
828 626 117
367 86 617
357 232 606
161 525 -270
751 233 -187
606 8 554
398 798 132
243 169 -95
261 688 443
49 552 134
413 423 759
745 101 -256
381 735 -706
599 319 999
795 18 -361
263 544 696
138 647 203
844 772 183
724 880 783
799 531 -252
283 621 837
189 766 352
589 518 851
356 152 -671
536 394 -498
286 663 -729
238 878 995
678 475 -389
70 656 -764
123 478 915
811 316 220
779 500 -790
84 810 -602
402 248 519
300 459 367
588 11 17
638 668 -255
337 201 50
489 851 -731
222 256 281
837 341 190
216 640 -823
786 622 -323
126 382 -373
519 721 -772
614 629 768
391 378 99
203 707 869
902 673 839
453 259 -377
515 213 937
286 605 -822
81 473 112
522 712 853
431 75 498
431 538 684
211 659 792
668 101 436
209 358 341
152 262 -785
329 464 483
164 524 239
120 767 689
431 459 555
54 491 -576
208 124 -575
637 874 637
270 840 601
115 66 -987
48 92 -938
445 97 -735
379 513 189
708 840 -871
80 382 -696
890 516 -710
496 559 -412
523 277 555
398 237 288
739 188 -912
757 774 141
372 448 -62
674 607 703
265 446 -171
209 286 817
28 249 933
481 522 -426
770 306 -513
845 746 847
281 479 498
841 486 -79
387 204 612
746 800 264
693 673 952
46 102 -166
227 297 489
600 317 -16
157 444 -952
288 668 74
181 487 96
55 387 382
598 65 167
701 191 20
310 722 405
143 372 -729
744 220 471
792 430 731
158 368 -743
645 524 476
307 848 676
556 477 848
208 569 -799
461 75 -811
881 319 984
61 595 301
158 897 -641
836 316 -698
441 782 -468
271 697 200
532 547 -185
861 452 -475
51 241 488
528 799 -602
629 280 149
627 778 840
266 312 -521
695 144 -724
687 584 -672
212 176 -421
527 799 -526
655 323 -269
598 187 -611
122 30 979
174 784 -925
784 584 6
512 167 -367
873 279 -659
271 568 -839
433 524 -310
842 39 -544
613 450 699
812 767 256
38 387 -558
718 720 374
209 448 -906
372 388 837
240 303 -568
522 854 640
728 191 -538
761 332 -676
919 963
471 243 823
49 695 580
867 12 218
71 84 -996
243 693 -893
77 542 -514
274 276 -936
728 460 730
234 93 -427
678 776 205
813 27 138
651 648 144
798 313 -490
226 450 274
919 397 213
870 267 639
24 769 -195
268 868 -665
274 799 599
220 498 995
861 272 -469
809 546 -399
456 575 852
409 688 352
506 777 17
397 636 52
145 688 -865
475 218 509
806 568 -636
301 914 -545
858 907 70
791 711 -440
238 840 486
557 668 -476
504 731 231
20 255 -639
20 901 -907
253 616 586
95 665 -431
400 13 785
148 223 -514
1 894 975
791 823 -565
857 22 -460
275 710 561
737 46 961
279 1 -521
116 142 200
495 149 -84
88 26 351
710 597 442
824 1 -371
306 190 -644
576 68 -719
577 62 -859
114 191 -952
388 148 260
832 84 105
23 153 -220
217 780 -917
665 745 -107
478 398 360
604 743 -469
130 39 656
609 265 -702
330 5 879
341 884 793
604 217 302
893 128 816
118 782 160
685 217 -243
101 307 -786
83 77 432
511 121 715
417 794 181
434 54 -37
669 474 -215
116 613 -583
872 285 651
861 637 -32
256 877 -495
216 821 280
258 101 980
296 234 -282
80 31 -332
443 715 -535
545 416 -603
895 251 451
110 625 -517
354 154 -469
767 112 939
695 837 -377
715 172 -896
20 456 329
219 185 -522
193 653 66
327 716 782
324 533 -299
532 288 -910
150 121 -871
721 75 738
462 144 -886
580 800 -646
766 54 813
551 506 885
682 883 -45
212 370 916
653 480 472
637 403 -533
384 712 829
547 85 879
96 13 197
905 851 -430
725 616 -534
604 245 -329
238 758 239
764 508 -516
650 776 805
839 850 929
130 255 -668
339 512 797
625 784 979
285 68 -131
806 734 86
73 294 -104
814 79 29
21 792 132
675 94 -143
199 790 71
45 733 677
306 804 331
842 219 -180
855 392 -790
156 199 -519
467 786 -220
67 614 814
413 298 747
121 16 975
561 109 659
867 763 -464
8 819 -379
412 389 18
640 613 573
318 494 -892
205 183 458
28 798 21
101 631 -883
172 703 848
119 250 -872
148 646 413
628 709 553
42 834 185
270 332 -830
792 600 -624
276 306 299
676 807 458
783 225 -654
652 595 -996
918 346 882
792 167 808
216 765 -711
345 839 905
662 717 -377
520 25 27
669 247 721
910 768 -420
519 266 35
881 21 -470
355 911 163
530 248 -848
489 344 -112
658 904 740
163 888 -301
117 365 766
600 554 853
191 571 -601
465 390 -38
210 270 -128
630 124 435
680 599 324
62 696 857
173 467 -436
589 711 -805
741 577 -81
120 448 535
332 182 438
526 741 -428
746 602 578
838 509 -399
403 519 832
105 224 792
240 676 -861
659 860 -529
100 776 -419
108 673 136
575 542 -255
676 554 -687
374 563 155
667 688 -23
126 166 -453
424 333 -733
116 245 994
899 726 -442
117 265 858
474 175 129
634 842 -319
805 384 311
914 88 927
57 385 98
496 90 341
196 35 829
619 329 493
307 241 608
250 813 557
478 861 -878
444 860 76
659 355 784
909 140 -595
801 404 -13
278 559 -384
897 195 48
500 737 984
213 686 -79
813 835 701
850 465 165
783 72 878
90 315 300
403 784 791
266 912 123
560 876 902
230 868 -495
165 670 -967
55 296 -463
772 472 270
549 512 444
230 556 -332
152 423 -738
423 717 -788
9 234 -692
283 426 792
827 737 -995
317 262 280
551 20 502
360 290 324
868 574 101
261 907 -310
20 355 193
729 375 104
127 277 -765
867 354 993
598 22 378
56 862 -805
652 594 -400
827 486 -646
118 743 974
206 214 -948
600 281 828
599 865 595
909 666 365
318 558 571
109 617 -754
55 48 976
783 896 -443
98 60 -681
226 23 -219
911 564 -367
355 49 328
733 402 2
521 452 -861
328 779 377
787 538 417
875 590 -66
596 905 115
583 511 644
53 547 -221
535 904 51
15 122 -41
432 669 -173
521 158 -806
226 58 -942
721 622 194
260 868 114
546 201 -46
748 241 967
850 478 701
180 6 -648
423 900 -216
893 603 -363
424 444 232
646 282 -251
799 503 702
888 221 -431
375 523 274
133 139 345
487 693 -133
446 511 -660
250 511 729
534 211 407
206 446 454
887 25 -840
813 534 433
775 218 915
544 898 -123
670 785 632
351 108 -429
769 96 -105
249 219 -621
828 182 -932
226 141 331
681 466 -41
642 308 -763
313 833 -14
815 8 452
400 829 -286
533 784 -209
466 886 357
303 540 488
147 875 -105
164 719 894
577 906 -93
159 766 379
601 94 227
698 750 650
74 216 -435
136 477 67
807 749 165
806 387 -896
428 251 64
443 772 497
508 118 306
909 184 -522
832 243 -739
277 565 111
703 242 -942
16 236 272
896 304 813
910 325 942
395 71 -106
645 457 633
539 227 139
498 746 851
271 281 -660
53 834 -328
230 298 -690
157 579 -860
580 756 84
715 841 -83
732 79 -485
127 366 925
254 310 -384
742 746 -706
383 601 445
523 147 -559
900 35 222
368 7 -84
63 522 -375
443 164 454
405 524 300
403 705 709
692 497 -307
654 49 -793
498 110 107
884 355 -49
806 732 786
470 165 -821
604 233 -825
683 448 761
386 152 -339
766 89 377
50 190 -807
726 918 -687
604 574 321
322 61 -667
625 600 -169
30 311 584
829 33 -9
911 129 284
440 730 -908
580 530 894
890 870 909
445 348 -960
292 14 430
905 745 -873
599 907 409
430 664 778
367 380 281
449 440 -547
460 878 -41
7 393 -850
642 919 524
570 323 -583
339 431 -227
661 419 701
289 629 873
35 40 34
445 184 -281
347 781 361
552 106 290
768 429 -79
38 406 52
186 343 140
508 652 -826
211 486 -512
793 401 886
142 374 934
214 333 71
491 513 -760
117 911 465
562 506 718
334 119 -624
456 642 324
51 489 533
298 893 -854
257 174 -557
98 841 899
586 238 939
780 186 54
515 252 -922
419 18 964
340 488 -74
587 537 -579
293 642 531
466 61 -964
384 53 147
189 795 482
802 95 -482
156 595 193
645 433 877
816 379 -954
369 202 -112
783 640 219
899 674 193
893 327 102
388 873 -924
543 132 387
858 356 465
281 336 -7
74 541 941
437 761 -377
365 392 286
408 639 -703
315 117 141
522 137 -870
884 877 1000
666 416 490
537 215 -71
53 732 -165
692 553 387
358 512 511
845 55 -633
793 461 -523
449 215 194
914 814 -321
282 10 -452
721 655 703
303 693 953
477 234 992
589 598 787
442 623 -216
114 533 598
350 562 -866
416 493 -705
602 320 593
673 134 -242
536 878 -940
380 443 -738
809 352 946
162 40 -760
173 627 -657
579 880 -325
197 864 -257
255 538 -679
696 847 -451
484 303 -229
360 189 177
710 907 -764
36 429 -987
162 825 468
799 173 238
686 318 -850
576 405 827
163 319 -653
356 297 201
391 910 1000
553 730 569
852 363 209
857 564 222
282 805 -59
715 272 200
658 82 933
739 221 375
850 563 -843
823 429 -482
885 638 -800
863 18 -389
397 113 -898
354 42 -433
530 784 -276
181 85 757
293 93 228
693 193 592
906 294 829
705 379 -93
206 205 -366
831 320 743
525 123 256
45 673 827
168 580 531
732 861 836
563 331 -94
58 680 -172
435 361 928
753 559 550
118 360 251
762 805 -199
124 261 -678
596 577 166
332 896 -820
259 238 -313
155 124 711
468 500 41
339 728 -120
197 244 -951
459 366 756
176 444 445
733 638 888
263 8 -383
36 725 -123
1 139 -299
480 843 256
772 324 -64
175 898 -654
853 135 408
423 633 -74
775 165 -26
493 449 -884
706 876 -983
322 10 764
502 661 328
179 894 -101
561 591 -991
713 442 -31
912 770 -658
280 289 -82
505 737 91
358 886 842
496 65 -309
165 414 -486
198 474 -884
3 330 167
548 487 -282
108 19 329
568 219 719
845 377 -695
73 893 684
537 405 303
30 475 883
214 763 -643
360 274 645
535 763 -537
33 636 889
668 348 394
128 619 -968
354 559 257
843 155 -978
832 882 -636
363 232 393
333 179 -962
560 758 721
162 349 451
712 31 -591
664 852 -2
677 234 971
220 218 560
260 884 6
2 829 -557
633 74 -664
248 798 -869
619 512 165
634 322 865
201 531 230
284 262 901
142 708 628
764 390 897
187 663 290
12 516 570
463 430 376
536 344 119
403 330 -892
2 533 -740
815 359 -697
646 90 -865
136 643 207
193 287 -15
116 131 -257
86 278 -340
621 96 440
307 866 -649
303 88 -976
625 893 -582
328 813 778
414 909 787
139 547 411
813 342 390
32 43 542
559 234 854
664 682 -122
557 567 -980
761 666 90
56 337 617
230 806 -114
126 264 998
347 447 -605
187 617 -572
29 73 823
473 175 2
883 455 640
487 125 323
6 108 444
798 638 -595
527 734 -239
679 747 623
427 738 100
900 394 744
761 395 534
293 560 -274
352 424 -119
778 81 738
331 385 -283
491 375 -49
814 308 507
347 442 -275
455 653 -306
709 196 -236
119 768 -893
277 65 -932
769 772 -236
475 536 -434
729 187 744
307 212 -241
316 748 -4
355 717 146
236 797 -128
477 545 897
32 703 522
835 207 494
246 195 167
370 558 623
718 291 -780
277 665 -106
234 656 578
474 547 890
321 395 -923
120 229 -613
904 139 951
78 118 -169
495 719 -532
590 323 -480
504 641 942
87 700 620
71 520 309
111 326 -975
120 870 593
585 383 -261
237 162 -69
761 849 367
788 661 -606
678 797 -315
261 46 341
183 315 -493
666 293 427
17 891 915
537 736 702
114 549 667
656 285 893
112 624 456
582 41 -71
189 212 -456
875 793 -474
917 823 927
739 129 536
540 532 738
255 625 -32
737 710 935
635 405 -755
830 310 -232
788 686 27
552 442 391
240 622 -378
181 638 537
229 639 -364
601 112 -186
888 102 124
284 520 -28
771 904 377
702 821 279
41 533 301
23 613 -559
506 582 338
211 412 430
556 478 -426
347 726 -581
206 342 -337
581 229 -613
15 838 237
253 184 971
109 783 -773
808 3 528
734 801 -309
593 729 -762
405 314 905
809 157 750
551 385 -415
854 483 -711
175 417 587
781 796 893
11 231 134
569 694 701
675 657 -161
286 170 -120
327 533 -670
246 733 -539
275 657 165
324 353 -517
461 661 143
2 796 -756
582 903 -585
768 740 -535
48 75 309
709 594 625
630 532 -463
329 691 965
730 322 -14
490 223 576
53 40 213
370 554 -344
211 797 -174
897 717 850
400 222 -373
368 896 -398
355 90 569
786 397 344
158 740 -556
387 324 991
246 767 -819
319 669 -176
901 637 970
40 405 -37
474 713 529
63 126 719
756 743 -160
393 547 -136
87 152 -582
50 320 545
484 561 818
826 617 -248
400 613 798
91 645 882
99 858 -311
755 618 59
428 618 554
910 695 857
154 248 -753
659 143 132
554 698 971
613 688 753
242 103 120
161 542 -345
867 646 34
442 733 440
111 498 943
396 172 -165
564 885 883
785 701 63
290 881 -352
389 270 -370
153 33 517
153 213 -889
15 566 155
332 751 -164
890 684 -404
570 796 -219
34 485 800
855 312 53
823 395 939
7 295 -417
360 802 236
875 896 -385
907 129 346
342 243 570
50 386 -446
245 704 22
375 98 731
830 407 229
572 570 542
561 204 -183
670 747 -742
391 307 -599
372 491 231
721 801 631
472 213 -399
665 268 719
